name,material_type,core_size_nm,zeta_potential_mv,surface_area_m2g,coating,source_type,doi,ic50,ec50,cell_line,exposure_time_h
Fe5C2/Fe3O4,Fe5C2_Fe3O4,16.4,,,DSPE-PEG,literature_mined,10.1021/acsnano.9b01740,,,,
Fe5C2/Fe3O4,Fe5C2_Fe3O4,16.4,,,DSPE-PEG,literature_mined,10.1021/acsnano.9b01740,,,,
Fe5C2/Fe3O4,Fe5C2_Fe3O4,16.4,,,DSPE-PEG,literature_mined,10.1021/acsnano.9b01740,,,,
Fe5C2/Fe3O4,Fe5C2_Fe3O4,16.4,,,DSPE-PEG,literature_mined,10.1021/acsnano.9b01740,,,,
Fe5C2/Fe3O4,Fe5C2_Fe3O4,16.4,,,DSPE-PEG,literature_mined,10.1021/acsnano.9b01740,,,,
Fe5C2/Fe3O4,Fe5C2_Fe3O4,16.4,,,DSPE-PEG,literature_mined,10.1021/acsnano.9b01740,,,,
Fe5C2/Fe3O4,Fe5C2_Fe3O4,16.4,,,DSPE-PEG,literature_mined,10.1021/acsnano.9b01740,,,,
Fe5C2/Fe3O4,Fe5C2_Fe3O4,16.4,,,DSPE-PEG,literature_mined,10.1021/acsnano.9b01740,,,,
Fe5C2/Fe3O4,Fe5C2_Fe3O4,16.4,,,DSPE-PEG,literature_mined,10.1021/acsnano.9b01740,,,,
Fe5C2/Fe3O4,Fe5C2_Fe3O4,16.4,,,DSPE-PEG,literature_mined,10.1021/acsnano.9b01740,,,,
Fe5C2/Fe3O4,Fe5C2_Fe3O4,16.4,,,DSPE-PEG,literature_mined,10.1021/acsnano.9b01740,,,,
Fe5C2/Carbon,Fe5C2_Carbon,15.0,,,DSPE-PEG,literature_mined,10.1021/acsnano.9b01740,,,,
Fe5C2/Carbon,Fe5C2_Carbon,15.0,,,DSPE-PEG,literature_mined,10.1021/acsnano.9b01740,,,,
Fe5C2/Carbon,Fe5C2_Carbon,15.0,,,DSPE-PEG,literature_mined,10.1021/acsnano.9b01740,,,,
Fe5C2/Carbon,Fe5C2_Carbon,15.0,,,DSPE-PEG,literature_mined,10.1021/acsnano.9b01740,,,,
Fe5C2/Carbon,Fe5C2_Carbon,15.0,,,DSPE-PEG,literature_mined,10.1021/acsnano.9b01740,,,,
Fe5C2/Carbon,Fe5C2_Carbon,15.0,,,DSPE-PEG,literature_mined,10.1021/acsnano.9b01740,,,,
Fe5C2/Carbon,Fe5C2_Carbon,15.0,,,DSPE-PEG,literature_mined,10.1021/acsnano.9b01740,,,,
Fe5C2/Carbon,Fe5C2_Carbon,15.0,,,DSPE-PEG,literature_mined,10.1021/acsnano.9b01740,,,,
Fe5C2/Carbon,Fe5C2_Carbon,15.0,,,DSPE-PEG,literature_mined,10.1021/acsnano.9b01740,,,,
Fe5C2/Carbon,Fe5C2_Carbon,15.0,,,DSPE-PEG,literature_mined,10.1021/acsnano.9b01740,,,,
Fe5C2/Carbon,Fe5C2_Carbon,15.0,,,DSPE-PEG,literature_mined,10.1021/acsnano.9b01740,,,,
Fe5C2/Carbon,Fe5C2_Carbon,15.0,,,DSPE-PEG,literature_mined,10.1021/acsnano.9b01740,,,,
Fe5C2/Carbon,Fe5C2_Carbon,15.0,,,DSPE-PEG,literature_mined,10.1021/acsnano.9b01740,,,,
Fe5C2/Carbon,Fe5C2_Carbon,15.0,,,DSPE-PEG,literature_mined,10.1021/acsnano.9b01740,,,,
Fe5C2/Carbon,Fe5C2_Carbon,15.0,,,DSPE-PEG,literature_mined,10.1021/acsnano.9b01740,,,,
Fe5C2/Carbon,Fe5C2_Carbon,15.0,,,DSPE-PEG,literature_mined,10.1021/acsnano.9b01740,,,,
Fe3C/-,Fe3C_-,6.3,,,Pluronic acid F127,literature_mined,10.1007/s10854-020-03628-9 ,,,,
Fe3C/-,Fe3C_-,6.3,,,Pluronic acid F127,literature_mined,10.1007/s10854-020-03628-9 ,,,,
Fe3C/-,Fe3C_-,6.3,,,Pluronic acid F127,literature_mined,10.1007/s10854-020-03628-9,,,,
Fe3C/-,Fe3C_-,6.3,,,Pluronic acid F127,literature_mined,10.1007/s10854-020-03628-9,,,,
Fe3C/-,Fe3C_-,6.3,,,Pluronic acid F127,literature_mined,10.1007/s10854-020-03628-9,,,,
Fe3C/-,Fe3C_-,6.3,,,Pluronic acid F127,literature_mined,10.1007/s10854-020-03628-9,,,,
Fe3C/-,Fe3C_-,6.3,,,Pluronic acid F127,literature_mined,10.1007/s10854-020-03628-9,,,,
Fe3C/-,Fe3C_-,6.3,,,-,literature_mined,10.1007/s10854-020-03628-9,,,,
Fe3C/-,Fe3C_-,6.3,,,-,literature_mined,10.1007/s10854-020-03628-9,,,,
Fe3C/-,Fe3C_-,6.3,,,-,literature_mined,10.1007/s10854-020-03628-9,,,,
Fe3C/-,Fe3C_-,6.3,,,-,literature_mined,10.1007/s10854-020-03628-9,,,,
Fe3C/-,Fe3C_-,6.3,,,-,literature_mined,10.1007/s10854-020-03628-9,,,,
Fe3C/-,Fe3C_-,6.3,,,-,literature_mined,10.1007/s10854-020-03628-9,,,,
Fe3C/-,Fe3C_-,6.3,,,-,literature_mined,10.1007/s10854-020-03628-9,,,,
Fe2C/Fe3O4,Fe2C_Fe3O4,14.0,,,DSPE-PEG,literature_mined,10.1039/D1RA04975E,,,,
Fe2C/Fe3O4,Fe2C_Fe3O4,14.0,,,DSPE-PEG,literature_mined,10.1039/D1RA04975E,,,,
Fe2C/Fe3O4,Fe2C_Fe3O4,14.0,,,DSPE-PEG,literature_mined,10.1039/D1RA04975E,,,,
Fe2C/Fe3O4,Fe2C_Fe3O4,14.0,,,DSPE-PEG,literature_mined,10.1039/D1RA04975E,,,,
Fe2C/Fe3O4,Fe2C_Fe3O4,14.0,,,DSPE-PEG,literature_mined,10.1039/D1RA04975E,,,,
Fe2C/Fe3O4,Fe2C_Fe3O4,14.0,,,DSPE-PEG,literature_mined,10.1039/D1RA04975E,,,,
Fe2C/Fe3O4,Fe2C_Fe3O4,14.0,,,DSPE-PEG,literature_mined,10.1039/D1RA04975E,,,,
Fe2C/Fe3O4,Fe2C_Fe3O4,14.0,,,DSPE-PEG,literature_mined,10.1039/D1RA04975E,,,,
Fe2C/Fe3O4,Fe2C_Fe3O4,14.0,,,DSPE-PEG,literature_mined,10.1039/D1RA04975E,,,,
Fe2C/Fe3O4,Fe2C_Fe3O4,14.0,,,DSPE-PEG,literature_mined,10.1039/D1RA04975E,,,,
Fe2C/Fe3O4,Fe2C_Fe3O4,14.0,,,DSPE-PEG,literature_mined,10.1039/D1RA04975E,,,,
Fe2C/Fe3O4,Fe2C_Fe3O4,14.0,,,DSPE-PEG,literature_mined,10.1039/D1RA04975E,,,,
Fe2C/Fe3O4,Fe2C_Fe3O4,14.0,,,DSPE-PEG,literature_mined,10.1039/D1RA04975E,,,,
Fe2C/Fe3O4,Fe2C_Fe3O4,14.0,,,DSPE-PEG,literature_mined,10.1039/D1RA04975E,,,,
Fe2C/Fe3O4,Fe2C_Fe3O4,14.0,,,DSPE-PEG,literature_mined,10.1039/D1RA04975E,,,,
Fe2C/Fe3O4,Fe2C_Fe3O4,14.0,,,DSPE-PEG,literature_mined,10.1039/D1RA04975E,,,,
Fe3C/Carbon,Fe3C_Carbon,44.3,,,Poly(acrylic acid),literature_mined,10.1016/j.jallcom.2023.172145 ,,,,
Fe3C/Carbon,Fe3C_Carbon,44.3,,,Poly(acrylic acid),literature_mined,10.1016/j.jallcom.2023.172145 ,,,,
Fe3C/Carbon,Fe3C_Carbon,44.3,,,Poly(acrylic acid),literature_mined,10.1016/j.jallcom.2023.172145,,,,
Fe3C/Carbon,Fe3C_Carbon,44.3,,,Poly(acrylic acid),literature_mined,10.1016/j.jallcom.2023.172145,,,,
Fe3C/Carbon,Fe3C_Carbon,44.3,,,Poly(acrylic acid),literature_mined,10.1016/j.jallcom.2023.172145,,,,
Fe3C/Carbon,Fe3C_Carbon,44.3,,,Poly(acrylic acid),literature_mined,10.1016/j.jallcom.2023.172145,,,,
Fe3C/Carbon,Fe3C_Carbon,44.3,,,Poly(acrylic acid),literature_mined,10.1016/j.jallcom.2023.172145,,,,
Fe3C/Carbon,Fe3C_Carbon,44.3,,,Poly(acrylic acid),literature_mined,10.1016/j.jallcom.2023.172145,,,,
Fe3C/Carbon,Fe3C_Carbon,44.3,,,Poly(acrylic acid),literature_mined,10.1016/j.jallcom.2023.172145,,,,
Fe3C/Carbon,Fe3C_Carbon,44.3,,,Poly(acrylic acid),literature_mined,10.1016/j.jallcom.2023.172145,,,,
Fe3C/Carbon,Fe3C_Carbon,44.3,,,Poly(acrylic acid),literature_mined,10.1016/j.jallcom.2023.172145,,,,
Fe3C/Carbon,Fe3C_Carbon,44.3,,,Poly(acrylic acid),literature_mined,10.1016/j.jallcom.2023.172145,,,,
Fe3C/Carbon,Fe3C_Carbon,44.3,,,Poly(acrylic acid),literature_mined,10.1016/j.jallcom.2023.172145,,,,
Fe3C/Carbon,Fe3C_Carbon,44.3,,,Poly(acrylic acid),literature_mined,10.1016/j.jallcom.2023.172145,,,,
